nom	année	notes	adresse	horaires
Lafarge			St-Vincent (Cantal)	
Lafargue	1841		Fourcès (Gers)	
Lafargue			Riguepeu (Gers)	
Lafond	1865		St-Sébastien (Creuse)	
Lafont	1852		Miramont (Hte-Garonne)	
Lafosse	1859		St-Maigrin (Charente-inf.)	
Lafosse	1879		Ry (Seine-Inf.)	
Lagahuaére	1889		Puisséguin (Gironde)	
Lagarde	1869		St-Maigrin (Charente-inf.)	
Lagardère			Meilleray (Seine-et-Marne)	
Lagaudré	1864		Salornay-sur-Guye (Pyrénées-Orient.)	
Lages			Mauléon-Magnoac (Htes-Pyrénées)	
Lahaye	1888		Muzillac (Morbihan)	
Lahellec	1858		Guerlesquin (Finistère)	
Lalaux	1852		Voulpaix (Aisne)	
Lalement fils	1882		Nevers (Nièvre)	
Lalot	1881		St-Pol (Pas-de-Calais)	
Lamant	1849		Colonne-sur-la-Lys (Pas-de-Calais)	
Lamand	1855		Laspres Ro	
Lambert	1863		Ambonnay (Marne)	
Lamiraux	1864		Auve (Marne)	
Lamotte	1866		Rauiot (Eure)	
Lamy			Mouireux-Chôteau (Haut-Rhin)	
Lanacastets			Cinq-Mars (Indre-et-Loire)	
Landeau	1854		Eysines (Gironde)	
Landoz	1885		Amance (Hte-Saône)	
Lancon	1866		St-Trivier-sur-Moignans (Ain)	
Landouar			Crozon (Finistère)	
Lange	1887		Marignane (B.-du-Rh.)	
Langlais	1850		St-Pierre-d'Oléron (Charente-Inférieure)	
Langiois	1874		Écouis (Eure)	
Langlois	1843		Viverols (Puy-de-Dôme)	
Langrais	1853		Cesny-Bois-Halbout (Calvados)	
Lansnier			La Mothe-Achard (Vendée)	
Lapalle	1888		Pau (Basses-Pyrénées)	
Lapaloque	1853		Labouheyre (Landes)	
Lapuzenski			Sérifontaine (Oise)	
Laquenet	1881		Marchiennes (Nord)	
Laroche	1862		Ohis (Aisne)	
Lary	1869		St-Orens-Pouy-Petit (Gers)	
Lasnon	1861		aux Grandes-Veales (Seine-Inférieure)	
Lasserre	1853		St-Jean-Poutge (Gers)	
Lasserre	1853		Aussonne (Hte-Garonne)	
Latapie			Banac (Htes-Pyrénées)	
Lataste	1873		Rascons (Landes)	
Latour	1850		Azerat (Dordogne)	
Laugée	1866		La Haye Fouassière (Loire-inférieure)	
Laugier	1881		Irrissarry (Basses-Pyrénées)	
Laujacq	1846		Marmande (Lot-et-Garonne)	
Laulon	1849		Biarritz (B.-Pyrénées)	
Laurendeau			Benest (Charente)	
Laurens	1865		Cazaux-Layrisse (Hte-Garonne)	
Laurent			Bussy-le-Repos (Marne)	
Laurent			R. Nationale, Lille (Nord)	
Laurent	1854		Marly (Aisne)	
Laurent	1839		Le Havre (Seine-Inf.)	
Laurent			Estrées-au-Pont (Aisne)	
Lausier	1880		La Mothe-Achard (Vendée)	
Laval	1852		St-Jean-de-Fiz (Hérault)	
Lavernot	1877		Urry-la-Ville (Oise)	
Lavoine (Ch.)	1891		Boves (Somme)	
Lavoine			Tricot (Oise)	
Lavie	1868		Ondres (Landes)	
Lebéhot	1872		Caen (Calvados)	
Lavillauroy	1893		Limoges (Hte-V.)	
Le Bellec	1886		Plestin (Côt.-du-N.)	
Le Bloaz	1888		Matignon (Côt.-du-N.)	
Lebrun	1885		Bouniaques (Dordogne)	
Lebrun	1882		Vendays (Gironde)	
Leca	1857		Cutioli (Corse)	
Le Cabou			Brasparts (Finistère)	
Lecadieu			Plangy-s.-Bresle (Somme)	
Le Charpentier	1885		La Fresnais (Ille-et-Vilaine)	
Lechevallier	1885		Dives (Calvados)	
Leclerc			Le Havre (Seine-Inférieure)	
Lecierc	1884		Soubise (Charente-Inf.)	
Leclercq	1857		Rougé (Loire-Inf.)	
Leclercq	1888		Beaulieu-les-l. (Oise)	
Leclercq			Bully (Pas-de-Calais)	
Leclercq	1891		Ressons-s.-Matz (Oise)	
Lecoca	1890		Villerë-sire-Nicole (Nord)	
Lecointe	1873		Boisle (Somme)	
Lecomte	1848		Sotteville-lèz-Rouen (Seine-Inf.)	
Lecomte	1846		Douvrin (P.-de-C.)	
Leconte	1893		Ménil-Hubert (Orne)	
Lecouffe	1878		Mouchin (Nord)	
Lecouteux	1847		Darnétal (Seine-Inf.)	
Lecoeuvre	1850		Orehies (Nord)	
Ledonx	1830		Wambrechies (Nord)	
Ledru	1878		Vis-en-Artois (Pas-de-Calais)	
Leduc	1854		St-Germain-s.-Ille (Ille-et-Vilaine)	
Leduc	1885		Méteren (Nord)	
Lefévre	1876		Port-en-Bessin (Calvados)	
Le Fort	1890		Lille (Nord)	
Lefranc	1873		Clecy (Calvados)	
Le Gal	1881		Brain (Ille-et-Vilaine)	
Léger	1890		Eméry (Somme)	
Légier	186		Courthézon (Vaucluse)	
Legrand	1849		Bapaume (Pas-de-Calais)
