nom	année	notes	adresse	horaires
Rabot	1897		Alençon (Orne)	
Rabot	1853		Versailles (Seine-et-O.)	
Rabot			Toreilles (Pyrénées Orientales)	
Rabot			St-James (Manche)	
Rabot et David	1890		Compiègne (O.)	
Rabouan	1898		Doué (Maine-et-Loire)	
Rabouand	1899		Airvault (D.-Sèvres)	
Racourdin	1872		Orléans (Loiret)	
Radigeois	1889		Rte de Grenoble 116, Lyon	
Radiguet	1893		La Ferté-Macé (Orne)	
Rafé	1888		Redon (Ille-et-Vilaine)	
Rafé	1893		St-Nazaire (Loire-Inférieure)	
Raffaelli			Bastia (Corse)	
Raffi			Bagnères-de-Luchon (Garonne)	
Raffin			Brides (Savoie)	
Raffinat	1894		Aubigny (Cher)	
Rafine	1890		Montauban (Tarn-et-G.)	
Raffit	1867		Feurs (Loire)	
Raffour			Villersexel (Haute-Saône)	
Raffray	1879		Clermont (Oise)	
Ragot	1891		Guingamp (Côtes-du-N.)	
Ragot	1898		Loudéac (Côtes-du-Nord)	
Ragot	1885		Villeneuve (Lot-et-Gar.)	
Ragot	1877		Melun (Seine-et-Marne)	
Raguin	1895		Vernon (Eure)	
Rahould	1890		Cambrai (Nord)	
Raillard	1893		Reims (Marne)	
Raine	1897		Mortain (Manche)	
Raine	1872		Route Toulouse 273, Bordeaux	
Raissea	1893		Macau (Gironde)	
Raison	1897		Nantes	
Ramadier	1865		St-Chély-d'Apcher (Lozère)	
Ramaroni			Bastia (Corse)	
Rambaud	1870		Nort (Loire-Inf.)	
Rambaud			Gauriac (Gironde)	
Ramboz			Montrevel (Ain)	
Ramel	1896		Bourg-d'Oisans (Isère)	
Ramez			Le Quesnoy (Nord)	
Ramige	1886		Reims (Marne)	
Ramigeon	1898		Alger	
Ramonet	1857		Elne (Pyrén.-Orient.)	
Ramsapacher			Seyssel (Ain)	
Ranchin	1859		Joyeuse (Ardèche)	
Ranchier	1883		Carpentras (Vaucluse)	
Rancin	1889		St-Julien (Calvados)	
Rancin	1887		Châlons (Orne)	
Rancon	1881		La Neuville (Oise)	
Raoult			Aix (Bouches-du-Rhône)	
Raoux	1900		Saint-Denis (Seine)	
Rapin	1892		Dijon (C.-d'Or)	
Rapin	1882		Commentry (Allier)	
Rapp	1890		Louriers (Eure)	
Raquin	1887		Mormant (Seine-et-Marne)	
Rascol	1880		Chalabre (Aude)	
Rascol			Rennes (Ile-et-Vilaine)	
Raspail (J.)			Marseille	
Ratier	1876		Aurillac (Cantal)	
Ratier	1897		L'Isle d'Albi (Tarn)	
Rattel	1876		Amiens (Somme)	
Rault	1887		Locminé (Morbihan)	
Rautaurau			Nantes (Loire-Inf.)	
Raux	1877		Avesnes (Nord)	
Raveneau	1890		Croisic (Loire-Infér.)	
Ravaire			Salers (Cantal)	
Ravaud	1890		Aigurande (Indre)	
Ravaud	1896		Laon (Aisne)	
Ravenel			St-Lo (Manche)	
Ravet			Ténasson (Dordogne)	
Ravier	1897		Luzy (Nièvre)	
Ravier	1899		La Mastre (Ardèche)	
Ravinot (J.)	1891		Jumilhac (Dordogne)	
Ravion	1892		Libourne (Gironde)	
Ravoux	1876		Nyons (Drôme)	
Ravoux	1891		Le Buis (Drôme)	
Raybaud (J.)			Marseille (Bouches-du-Rhône)	
Raybaud	1889		Draguignan (Var)	
Raygasse	1879		Capelle-Marival (Lot)	
Raymond			Pont-d'Ain (Ain)	
Raymond fils			Esprit-des-Lois 18, Bordeaux (Gironde)	
Raymond			(Chât au renard) (Bouches-du-Rhône)	
Raymond	1897		Pontarlier (Doubs)	
Raynaud	1885		Douarnne	
Raynaud			Anzin (Nord)	
Raynaud	1892		St-Seurin (Gironde)	
Raynaud	1894		La Bastide (Tarn)	
Raynaud	1891		Toury (Eure-et-Loir)	
Rayrolle	1886		Toulon-sur-Mer (Var)	
Rayssac	1889		Noé (Hte-Gar.)	
Réal	1877		Grand-Lemps (Isère)	
Rebec			Nice	
Rebellard	1899		Dinan (Côtes-du-N.)	
Rebergue			Roubaix (Nord)	
Rebeyrou	1897		Belvès (Dordogne)	
Rebillier	1891		Niort (Deux-Sèvres)	
Rebillon	1897		Merdrignac (Côtes-du-Nord)	
Reboud	1882		Chazay (Rhône)	
Reboul	1887		Calvisson (Gard)	
Rebout	1882		Lyon (Rhône)	
Rebuffel	1871		Ares-s.-Angers (Var)	
Rebuffet	1884		Lamballe (Côtes-du-Nord)	
Réby	1882		Nantes (Loire-Inférieure)	
Réby	1891		Pl. Grasin 1, Nantes	
Recordier			Eyguières (Bouches-du-Rhône)	
Recourat			Beauvais (Oise)	
Recquier			Bousquet (Hérault)	
Reculond	1880		Tournus (Saône-et-L.)	
Refauvelet	1892		Lezay (Deux-Sèvres)
