nom	année	notes	adresse	horaires
Le Covec (E.)	1878		Dinard (Ille-et-Vil.)	
Le Cuen	1864		Ploumilliau (C.-du-Nord)	
Le Creux		Corre (Hte-Saône)	
Le Cruel (F.)	1852	^	Picauville, Pont-l’Abbé (Manche)	
Le Cuyer (F.)	1881		Montesson (Seine-et-Oise)	
Le Cuziat	1889		Lannion (C.-du-Nord)	
Le Cygne	1876		Notre-Dame-de-Liesse (Aisne)	
Le Dantec	1864		Lannion (Côtes-du-Nord)	
Ledermann	1884		Sèvres (Seine-et-Oise)	
Le Diberder (P.-M.)	1869		Lorient (Morbihan)	
Le Dieu (L.)	1873		Vallet (Loire-Inf.)	
Le Dô (J.-B.-C.)	1855		Brest (Finistère)	
Le Dô (P.)	1857		Villedieu (Manche)	
Le Double	1876		Tours (Indre-et-Loire)	
Ledoux (E.)	1841		Besançon (Doubs)	
Ledoux (P.-M.)	1873		Pagney, Gendrey (Jura)	
Le Doze	1883		l’Isle-en-Chouars, Carnoët (Finistère)	
Le Drain	1874		Loué (Sarthe)	
Le Droit	1841		Bouhy (Nièvre)	
Ledrolle (D.)	1866		Bronzée (Meuse)	
Ledru (P.-N.-J.)	1838		Avesnes-le-Comte (Pas-de-Calais)	
Ledru			Vis-en-Artois (Pas-de-Calais)	
Ledru	1856	^ p I.	Clermont-Ferrand (P.-de-Dôme)	
Leduc (S.)	1883		Nantes (Loire-Inf.)	
Leduc	1839		Tréguier (C.-du-Nord)	
Leduc	1882		Meteren (Nord)	
Leenhardt	1863		Montpellier (Hérault)	
Leenhardt			Le Havre (Seine-Inf.)	
Lefebure (J.)	1866		Bapaume (Pas-de-Calais)	
Lefebvre (A.)	1850		Audinghen (Pas-de-Calais)	
Lefebvre	1883		Bohain (Aisne)	
Lefebvre	1857		Château-Thierry (Aisne)	
Lefebvre			Laon (Aisne)	
Lefebvre (J.-H.)	1871		Louhans (Saône-et-Loire)	
Lefebvre	1886		Doullens (Somme)	
Lefebvre (E.)	1832		Montdidier (Somme)	
Lefebvre (F.)	1865		Morlaix (Finistère)	
Lefebvre			Aumale (Seine-Inf.)	
Lefeuvre (F.-F.)	1854		Nantes (Loire-Inférieure)	
Lefeuvre (C.)	1867	p I.	Rennes (Ille-et-Vil.)	
Lefévre	1845		Charmes (Aisne)	
Lefévre			Fismes (Marne)	
Lefévre	1875		Fontainebleau (Seine-et-Marne)	
Lefévre			Levallois-Perret (Seine)	
Lefévre	1888		Montrouge (Seine)	
Lefévre (A.)	1885		Noyers (Nièvre)	
Lefévre (V.)	1863		Périers (Manche)	
Lefévre (A.-H.)	1847		Roubaix (Nord)	
Lefévre			Tours (Indre-et-Loire)	
Lefévre	1888		Vally (Cher)	
Leflem (M.-F.)	1841		Pontrieux (Côtes-du-Nord)	
Le Foll (G.)	1874		Belle-Isle-en-Terre (Côtes-du-Nord)	
Lefort	1869		Moncornet (Aisne)	
Lefour	1872		Hâ 14, Bordeaux (Gironde)	
Lefranc			Rethel (Ardennes)	
Lefranc (J.-A.)	1881		Carnac (Morbihan)	
Lefranc	1880		Pisany (Char.-Inf.)	
Lefranc-Lavallée	1863		La Meauffe (Manche)	
Lefrançois (J.)	1866		Cherbourg (Manche)	
Lefrançois de la Châtaigneraie			Cognac (Charente)	
Lefrançois de la Châtaigneraie	1873		St-Denis-d’Oléron (Charente-Inférieure)	
Le Fur (F.)	1852		Pontivy (Morbihan)	
Le Gad	1869		Le Havre (Seine-Inf.)	
Le Galcher-Baron	1843	•$*	St-Pierre-Église (Manche)	
Legallois (A.)	1873		la Ferté-Macé (Orne)	
Le Garrec			Kerentrech, Lorient (Morbihan)	
Le Garrec (P.-L.)	1876		Plouay (Morbihan)	
Legay	1884		Lille (Nord)	
Legendre (F.)	1854		Bar-le-Duc (Meuse)	
Legendre (E.)	1850		Bléneau (Yonne)	
Legendre (P.)	1883		Bléneau (Yonne)	
Legendre	1850		Bonny (Loiret)	
Legendre			n’ex. plus.	Chartres (E.-et-L.)	
Legendre	1885		Bonny (Loiret)	
Legendre	1865		Montmorency (Seine-et-Oise)	
Legendre fils			Pauillac (Gironde)	
Legendre (A.-L.)	1865		St-Léger-sous-Beuvray (S.-et-L.)	
Léger (M.-F.-E.)	1869	p	Abbeville (Somme)	
Léger	1867		Caen (Calvados)	
Léger			La Pointe-à-Pitre (Amérique)	
Léger			Saintes (Char.-Inf.)	
Légerot	1873		Lamoricière, Alger (Algérie)	
Le Gloahec (P.-M.)	1869		Rochefort-en-Terre (Morbihan)	
Legludic	1863		Angers (M.-et-Loire)	
Legludic (L.)	1867		Sablé (Sarthe)	
Legougeux	1872		St-Pierre-sur-Dives (Calvados)	
