nom	année	notes	adresse	horaires
Rabot	1897		Alençon (Orne)	
Rabot	1853		Versailles (Seine-et-Oise)	
Rabot			Toreilles (Pyrénées-Orientales)	
Rabot			St-James (Manche)	
Rabot et David	1890		Compiègne (Oise)	
Rabouan	1893		Doué (Maine-et-Loire)	
Rabouand	1859		Airvault (Deux-Sèvres)	
Ratourdin	187?		Orléans (Loiret)	
ES Ai	1839		r. de Grenoble 116	
Radiguet	1893		La Ferté-Macé (Orne)	
Rafé	1888		Redon (Ille-et-Vilaine)	
Rafé	1893		St-Nazaire (Loire-Inférieure)	
Raffaelli			Bastia (Corse)	
Raffi			Bagnères-de-Luchon (Haute-Garonne)	
Rafan			Brides (Savoie)	
Raffinat	1894		Aubigny (Cher)	
Rafine	1890		Montauban (Tarn-et-Garonne)	
Raffit	1867		Feurs (Loire)	
Ratfour			Villersexel (Haute-Saône)	
Raffray	1879		Clermont (Oise)	
Ragot	1897		Guingamp (Côtes-du-Nord)	
Ragot	1898		Loudéac (Côtes-du-Nord)	
Ragot	1883		Villeneuve (Lot-et-Garonne)	
Ragot	1877		Melun (Seine-et-Marne)	
Raguin	1895		Vernon (Eure)	
Rahould	1890		Cambrai (Nord)	
Raillard	1893		Reims (Marne)	
Raine	1897		Mortain (Manche)	
Raine	1872		route Toulouse 273, Bordeaux (Gironde)	
Raïseac	1893		Macau (Gironde)	
Raison	1897		Nantes	
Ramadier	1865		St-Chély-d'Apcher (Lozère)	
Ramaroni			Bastia (Corse)	
Rambaud	1870		Nort (Loire-Inférieure)	
Rambaud			Gauriac (Gironde)	
Rambosz			Montrevel (Ain)	
Ramel	1896		Bourg-d'Oisans (Isère)	
Ramez			au Quesnoy (Nord)	
Ramige	1886		Reims (Marne)	
Ramigeon	1898		Alger	
Ramonet	1857		Elne (Pyrén.-Orient.)	
Ramspacher			Seyssel (Ain)	
Ranchin	1859		Joyeuse (Ardèche)	
Ranchier	1883		Carpentras (Vaucluse)	
Rancin	1890		St-Julien (Calvados)	
Rancin	1887		Chanu (Orne)	
Rancon	1881		La Neuville (Oise)	
Raoult			Aix (Bouches-du-Rhône)	
Raoux	1900		Saint-Denis (Seine)	
Rapin	1892		Dijon (Côte-d'Or)	
Rapin	1882		Commentry (Allier)	
Rapp	1890		Louviers (Eure)	
Raquin	1887		Mormant (Seine-et-Marne)	
Rascol	1880		Chalabre (Aude)	
Rascol			Liennes (Ille-et-Vilaine)	
Raspail (J.)			Marseille	
Ratier	1876		Aurillac (Cantal)	
Ratier	1897		l'Isle à Albi (Tarn)	
Rattel	1876		Amiens (Somme)	
Rault	1887		Locminé (Morbihan)	
Rautureau			Nantes (Loire-Inférieure)	
Raux	1877		Avesnes (Nord)	
Raveneau	1890		Croisic (Loire-Inférieure)	
Rävairé	189		Salers (Cantal)	
Ravaud	1890		Aigurande (Indre)	
Ravaud	1896		Laon (Aisne)	
Ravenel			St-Lô (Manche)	
Ravet			Thenon (Dordogne)	
Ravier	1897		Prémery (Nièvre)	
Ravier	1899		La Mastre (Ardèche)	
Ravinot (J.)	1891		Jumilhac (Dordogne)	
Ravion	1892		Libourne (Gironde)	
Ravoux	1876		Nyons (Drôme)	
Ravoux	1891		Le Buis (Drôme)	
Raybaud (J.)			Marseille (Bouches-du-Rhône)	
Raybaud	1889		Draguignan (Var)	
de: HE	1879		Capelle-Marinval (Lot)	
Raymond			Pont-d'Ain (Ain)	
Raymond fils			Esprit-des-Lois 18, Bordeaux (Gironde)	
Raymond			Châteaurenard (Bouches-du-Rhône)	
Raymond	1897		Pontarlier (Doubs)	
Raynaud	1885		Lourgne (Somme)	
Raynaud			Anzin (Nord)	
Raynaud	1892		St-Seurin (Gironde)	
Raynaud	1898		La Bastide (Tarn)	
Raynaud	1891		Toury rt Pt à	
Rayoile	1856		Toulon-sur-Mer (Var)	
Rayssac	1889		Noé (Hte-Gar.)	
Réal	1877		Grand-Lemps (Isère)	
Rebec.			Nice	
Rebellard	1899		Dinan (Côtes-du-Nord)	
Rebérgue			Roubaix (Nord)	
Rebeyrol	1897		Belvés (Dordogne)	
Rebhiller	1891		Niort (Deux-Sèvres)	
Rebillon	1897		Merdrignac (Côtes-du-Nord)	
Reboud	1882		Chazay (Rhône)	
Reboul	1887		Calvisson (Gard)	
Réebout	1882		Lyon (Rhône)	
ki 9	1871		aux Arès-8.-Angéfs	
Rebuffet	1884		Lamballe (Côtes-du-Nord)	
Réby	1882		Nantes (Loire-Inférieure)	
Réby	1891		Pl. Graslin 1, Nantes	
Recordier			Eyguières (Bouches-du-Rhône)	
Recourat			Beauvais (Oise)	
Recquier	1881		au Bousquet (Hérault)	
Reculond	1880		Tournus (Saône-et-Loire)	
Refauvelet	1892		Lezay (Deux-Sèvres)
